HH2406T,09,139,District - Baghpat,Urban,Near the premises,  90 ,  21 ,  10 ,  -   ,  -   ,  55 ,  1 ,  -   ,  1 ,  -   ,  2 
HH2406T,09,139,District - Baghpat,Urban,Away,  92 ,  25 ,  5 ,  -   ,  -   ,  29 ,  3 ,  -   ,  -   ,  -   ,  30 
HH2406T,09,140,District - Ghaziabad,Total,Total,"  25,064 ","  10,002 ","  1,683 ",  167 ,  26 ,"  8,275 ","  4,133 ",  9 ,  22 ,  110 ,  637 
HH2406T,09,140,District - Ghaziabad,Total,Within the premises,"  18,820 ","  8,921 ","  1,055 ",  97 ,  21 ,"  5,207 ","  3,519 ",  -   ,  -   ,  -   ,  -   
HH2406T,09,140,District - Ghaziabad,Total,Near the premises,"  4,107 ",  834 ,  442 ,  52 ,  5 ,"  1,938 ",  561 ,  8 ,  18 ,  37 ,  212 
HH2406T,09,140,District - Ghaziabad,Total,Away,"  2,137 ",  247 ,  186 ,  18 ,  -   ,"  1,130 ",  53 ,  1 ,  4 ,  73 ,  425 
HH2406T,09,140,District - Ghaziabad,Rural,Total,"  2,608 ",  536 ,  99 ,  17 ,  -   ,"  1,891 ",  41 ,  -   ,  5 ,  2 ,  17 
HH2406T,09,140,District - Ghaziabad,Rural,Within the premises,"  1,764 ",  415 ,  54 ,  11 ,  -   ,"  1,246 ",  38 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,140,District - Ghaziabad,Rural,Near the premises,  618 ,  93 ,  37 ,  6 ,  -   ,  469 ,  1 ,  -   ,  3 ,  2 ,  7 
HH2406T,09,140,District - Ghaziabad,Rural,Away,  226 ,  28 ,  8 ,  -   ,  -   ,  176 ,  2 ,  -   ,  2 ,  -   ,  10 
HH2406T,09,140,District - Ghaziabad,Urban,Total,"  22,456 ","  9,466 ","  1,584 ",  150 ,  26 ,"  6,384 ","  4,092 ",  9 ,  17 ,  108 ,  620 
HH2406T,09,140,District - Ghaziabad,Urban,Within the premises,"  17,056 ","  8,506 ","  1,001 ",  86 ,  21 ,"  3,961 ","  3,481 ",  -   ,  -   ,  -   ,  -   
HH2406T,09,140,District - Ghaziabad,Urban,Near the premises,"  3,489 ",  741 ,  405 ,  46 ,  5 ,"  1,469 ",  560 ,  8 ,  15 ,  35 ,  205 
HH2406T,09,140,District - Ghaziabad,Urban,Away,"  1,911 ",  219 ,  178 ,  18 ,  -   ,  954 ,  51 ,  1 ,  2 ,  73 ,  415 
HH2406T,09,141,District - Gautam Buddha Nagar,Total,Total,"  8,512 ","  4,482 ",  968 ,  35 ,  6 ,"  1,871 ","  1,008 ",  3 ,  1 ,  12 ,  126 
HH2406T,09,141,District - Gautam Buddha Nagar,Total,Within the premises,"  6,915 ","  3,999 ",  675 ,  30 ,  3 ,"  1,307 ",  901 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,141,District - Gautam Buddha Nagar,Total,Near the premises,"  1,189 ",  371 ,  208 ,  3 ,  -   ,  417 ,  95 ,  2 ,  1 ,  10 ,  82 
HH2406T,09,141,District - Gautam Buddha Nagar,Total,Away,  408 ,  112 ,  85 ,  2 ,  3 ,  147 ,  12 ,  1 ,  -   ,  2 ,  44 
HH2406T,09,141,District - Gautam Buddha Nagar,Rural,Total,"  1,609 ",  695 ,  143 ,  16 ,  2 ,  646 ,  46 ,  -   ,  1 ,  1 ,  59 
HH2406T,09,141,District - Gautam Buddha Nagar,Rural,Within the premises,"  1,152 ",  583 ,  56 ,  14 ,  1 ,  456 ,  42 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,141,District - Gautam Buddha Nagar,Rural,Near the premises,  287 ,  81 ,  52 ,  2 ,  -   ,  109 ,  4 ,  -   ,  1 ,  1 ,  37 
HH2406T,09,141,District - Gautam Buddha Nagar,Rural,Away,  170 ,  31 ,  35 ,  -   ,  1 ,  81 ,  -   ,  -   ,  -   ,  -   ,  22 
HH2406T,09,141,District - Gautam Buddha Nagar,Urban,Total,"  6,903 ","  3,787 ",  825 ,  19 ,  4 ,"  1,225 ",  962 ,  3 ,  -   ,  11 ,  67 
HH2406T,09,141,District - Gautam Buddha Nagar,Urban,Within the premises,"  5,763 ","  3,416 ",  619 ,  16 ,  2 ,  851 ,  859 ,  -   ,  -   ,  -   ,  -   
HH2406T,09,141,District - Gautam Buddha Nagar,Urban,Near the premises,  902 ,  290 ,  156 ,  1 ,  -   ,  308 ,  91 ,  2 ,  -   ,  9 ,  45 
HH2406T,09,141,District - Gautam Buddha Nagar,Urban,Away,  238 ,  81 ,  50 ,  2 ,  2 ,  66 ,  12 ,  1 ,  -   ,  2 ,  22 
